"correlation_high"	"Transcript_ID"	"Locus_ID"	"Description"	"RAP.DB.Gene.Symbol.Synonym.s."	"RAP.DB.Gene.Name.Synonym.s."	"CGSNL.Gene.Symbol"	"CGSNL.Gene.Name"	"Oryzabase.Gene.Symbol.Synonym.s."	"Oryzabase.Gene.Name.Synonym.s."	"GO"	"InterPro"	"Transcript.evidence"	"ORF.evidence"	"Curation.Date"	"Literature.PMID"	"FLcDNA.clone.ID"	"Oryzabase.Trait.Gene.ID"	"A.thaliana_gene_id"	"Reciprocal_flag"	"Type"	"Short_description"	"Curator_summary"	"Computational_description"	"gene.alias"	"Note"	"symbol"	"Alias"	"full_name"	"computational_description"	"Dbxref"	"locus_type"	"curator_summary"	"description"	"nochangenat.description"	"NormalizationGroup"
-0.51	"Os03t0701700-02"	"Os03g0701700"	"Similar to Ethylene receptor."	"-"	"-"	"ERS1"	"ETHYLENE RECEPTOR"	"OS-ERS1, OsERS1, OsERS1a, OsERS1b, OSERS"	"ethylene responsive factor"	"Biological Process: signal transduction (GO:0007165), Biological Process: phosphorylation (GO:0016310), Biological Process: peptidyl-histidine phosphorylation (GO:0018106), Cellular Component: membrane (GO:0016020), Molecular Function: two-component sensor activity (GO:0000155), Molecular Function: protein histidine kinase activity (GO:0004673), Molecular Function: signal transducer activity (GO:0004871), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)"	"GAF (IPR003018), ATPase-like, ATP-binding domain (IPR003594), Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain (IPR003661), Signal transduction histidine kinase-related protein, C-terminal (IPR004358), Signal transduction histidine kinase, core (IPR005467), Signal transduction histidine kinase, homodimeric (IPR009082)"	"AK065161 (DDBJ, Best hit)"	"O24176 (UniProt)"	"-"	"-"	"J013002C04"	"9857"	"AT1G66340.1"	"2"	"protein_coding"	"\"Signal transduction histidine kinase, hybrid-type, ethylene sensor\""	"\"Similar to prokaryote sensory transduction proteins. Contains a histidine kinase and a response regulator domain. Homodimer. Membrane component. Binds ethylene. Mutations affect ethylene binding and metabolism of other plant hormones such as auxin, cytokinins, ABA and gibberellic acid. Ethylene receptor. Has histidine kinase activity. Is regulated by RTE1. Mutations in ETR1 block ethylene stimulation of flavonol synthesis.\""	"\"ETHYLENE RESPONSE 1 (ETR1); CONTAINS InterPro DOMAIN/s: Signal transduction histidine kinase, homodimeric (InterPro:IPR009082), Signal transduction histidine kinase, core (InterPro:IPR005467), Signal transduction histidine kinase, hybrid-type, ethylene sensor (InterPro:IPR014525), ATPase-like, ATP-binding domain (InterPro:IPR003594), CheY-like (InterPro:IPR011006), Signal transduction response regulator, receiver domain (InterPro:IPR001789), Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain (InterPro:IPR003661), GAF (InterPro:IPR003018), Signal transduction histidine kinase-related protein, C-terminal (InterPro:IPR004358); BEST Arabidopsis thaliana protein match is: ethylene response sensor 1 (TAIR:AT2G40940.1)\""	"\"AtETR1,EIN1,ETR,ETR1\""	"Signal transduction histidine kinase%2C hybrid-type%2C ethylene sensor"	"ETR1"	"\"AtETR1,EIN1,ETHYLENE INSENSITIVE 1,ETR,ETHYLENE RESPONSE\""	"ETHYLENE RESPONSE 1"	"ETHYLENE RESPONSE 1 (ETR1)%3B CONTAINS InterPro DOMAIN/s: Signal transduction histidine kinase%2C homodimeric (InterPro:IPR009082)%2C Signal transduction histidine kinase%2C core (InterPro:IPR005467)%2C Signal transduction histidine kinase%2C hybrid-type%2C ethylene sensor (InterPro:IPR014525)%2C ATPase-like%2C ATP-binding domain (InterPro:IPR003594)%2C CheY-like (InterPro:IPR011006)%2C Signal transduction response regulator%2C receiver domain (InterPro:IPR001789)%2C Signal transduction histidine kinase%2C subgroup 1%2C dimerisation/phosphoacceptor domain (InterPro:IPR003661)%2C GAF (InterPro:IPR003018)%2C Signal transduction histidine kinase-related protein%2C C-terminal (InterPro:IPR004358)%3B BEST Arabidopsis thaliana protein match is: ethylene response sensor 1 (TAIR:AT2G40940.1)%3B Has 102721 Blast hits to 98263 proteins in 3046 species: Archae - 757%3B Bacteria - 90102%3B Metazoa - 18%3B Fungi - 1611%3B Plants - 2314%3B Viruses - 21%3B Other Eukaryotes - 7898 (source: NCBI BLink)."	"\"PMID:10938361,PMID:10930573,PMID:10899977,PMID:10890532,PMID:10828445,PMID:10816357,PMID:10792050,PMID:10715329,PMID:10647185,PMID:10645424,PMID:10482685,PMID:10475689,PMID:10409511,PMID:10364404,PMID:10333587,PMID:10318709,PMID:10318694,PMID:10036773,PMID:9974395,PMID:9952448,PMID:9800206,PMID:9800203,PMID:9761877,PMID:9724702,PMID:9721682,PMID:9707641,PMID:9707532,PMID:9695954,PMID:9691114,PMID:9636235,PMID:9560288,PMID:9576967,PMID:9482949,PMID:9489014,PMID:9465120,PMID:9297847,PMID:9247547,PMID:9215635,PMID:9225467,PMID:9191038,PMID:9131623,PMID:9109392,PMID:8914538,PMID:8758979,PMID:8704141,PMID:8525372,PMID:8525371,PMID:8577853,PMID:7569898,PMID:7610160,PMID:7759498,PMID:7770528,PMID:7770519,PMID:7768447,PMID:7855435,PMID:8211181,PMID:8329687,PMID:1472714,PMID:2152173,PMID:11041879,PMID:11027706,PMID:11019801,PMID:11123796,PMID:10664616,PMID:11605960,PMID:11884688,PMID:11842171,PMID:11916973,PMID:11038610,PMID:11541756,PMID:11607538,PMID:11161061,PMID:11094976,PMID:11439131,PMID:11169191,PMID:11319021,PMID:11340179,PMID:11402202,PMID:12028576,PMID:11950991,PMID:12091718,PMID:12177468,PMID:12060287,PMID:12271061,PMID:12242367,PMID:12232412,PMID:12226245,PMID:12432026,PMID:12376633,PMID:12355165,PMID:12481081,PMID:12481064,PMID:12472683,PMID:12535339,PMID:12535337,PMID:12509505,PMID:12644673,PMID:12628921,PMID:12606727,PMID:12709495,PMID:12692329,PMID:12663220,PMID:12746524,PMID:12721857,PMID:11722772,PMID:12821658,PMID:12805636,PMID:12881503,PMID:12953109,PMID:14558686,PMID:14523448,PMID:14617075,PMID:14600834,PMID:14701913,PMID:14680944,PMID:14675532,PMID:14675428,PMID:14673028,PMID:14658386,PMID:14732440,PMID:14756631,PMID:14756311,PMID:15044023,PMID:15282545,PMID:15358768,PMID:15466243,PMID:15466231,PMID:15466228,PMID:15466220,PMID:15643078,PMID:15703053,PMID:15773852,PMID:15843964,PMID:15923322,PMID:15923339,PMID:15879447,PMID:16173465,PMID:16255250,PMID:16311726,PMID:16415067,PMID:16640599,PMID:16682642,PMID:16798939,PMID:16891553,PMID:16961732,PMID:17071649,PMID:17049571,PMID:17189345,PMID:17158583,PMID:17224067,PMID:17202180,PMID:17313171,PMID:17284582,PMID:17644624,PMID:17601164,PMID:17931631,PMID:19825542,PMID:18000017,PMID:17999643,PMID:17981989,PMID:18363780,PMID:18452590,PMID:18577522,PMID:18643990,PMID:18943162,PMID:18838192,PMID:19017745,PMID:19095898,PMID:19190240,PMID:19369589,PMID:18384742,PMID:19196655,PMID:19549129,PMID:19516984,PMID:19704568,PMID:19769567,PMID:19732351,PMID:19843165,PMID:19829051,PMID:19825547,PMID:20030751,PMID:20016937,PMID:20016781,PMID:20085621,PMID:20062808,PMID:20374664,PMID:20357136,PMID:20505369,PMID:20447269,PMID:20531403,PMID:20627899,PMID:20592040,PMID:20713618,PMID:20699268,PMID:20876528,PMID:20876338,PMID:20835883,PMID:20826954,PMID:20820802,PMID:20952388,PMID:21117868,PMID:21198361,PMID:21333657,PMID:21309981,PMID:21427279,PMID:21386032,PMID:21477822,PMID:21575215,PMID:21689171,PMID:21666052,PMID:21771812,PMID:21832142,PMID:21815975,PMID:21912672,PMID:22227969,PMID:22416963,PMID:22409433,PMID:22451723,PMID:22467798,PMID:22499170,PMID:22591458,PMID:22566492,PMID:22563431,PMID:22712507,PMID:22706288,PMID:22692214,PMID:22827938,PMID:22822211,PMID:22818915,PMID:22902695,PMID:22995285,PMID:23043080,PMID:23188807,PMID:23271028,PMID:23305042,PMID:23457229,PMID:23452324,PMID:23616605,PMID:23553636,PMID:22390794,PMID:23166504,PMID:23124325,PMID:23759099,PMID:23728333,PMID:23673332,PMID:23874385,PMID:23989156,PMID:24104185,PMID:24444075,PMID:24306353,PMID:23903320,PMID:24014864,PMID:24192376,PMID:24635651,PMID:24696326,PMID:24833217,PMID:24820022,PMID:25221561,PMID:25534944,PMID:25494721,PMID:25704455,PMID:25682121,PMID:25680185,locus:2201552\""	"protein_coding"	"Similar to prokaryote sensory transduction proteins. Contains a histidine kinase and a response regulator domain. Homodimer. Membrane component. Binds ethylene. Mutations affect ethylene binding and metabolism of other plant hormones such as auxin%2C cytokinins%2C ABA and gibberellic acid. Ethylene receptor. Has histidine kinase activity. Is regulated by RTE1. Mutations in ETR1 block ethylene stimulation of flavonol synthesis."	"-"	"-"	"data"
-0.51	"Os03t0764100-01"	"Os03g0764100"	"Zinc finger transcription factor ZF1."	"-"	"-"	"-"	"-"	"WZF1"	"finger protein WZF1"	"Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)"	"Zinc finger, C2H2 (IPR007087), Zinc finger, C2H2-type/integrase, DNA-binding (IPR013087), Zinc finger, C2H2-like (IPR015880)"	"AK072942 (DDBJ, Best hit)"	"Q9AXE9 (UniProt)"	"-"	"-"	"J023150M05"	"16038"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
-0.51	"Os01t0835600-05"	"Os01g0835600"	"AT hook, DNA-binding, conserved site domain containing protein."	"-"	"-"	"-"	"-"	"-"	"-"	"Molecular Function: DNA binding (GO:0003677)"	"AT hook, DNA-binding motif (IPR017956), AT hook-like (IPR020478)"	"AK119267 (DDBJ, Best hit)"	"longestORF"	"-"	"-"	"001-130-A07"	"-"	"AT5G60010.1"	"1"	"protein_coding"	"ferric reductase-like transmembrane component family protein"	"NULL"	"\"ferric reductase-like transmembrane component family protein; FUNCTIONS IN: in 8 functions; INVOLVED IN: oxidation reduction; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: 7 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis, LP.10 ten leaves visible, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927), Cytochrome b245, heavy chain (InterPro:IPR000778), EF-Hand 1, calcium-binding site (InterPro:IPR018247), EF-hand-like domain (InterPro:IPR011992), Calcium-binding EF-hand (InterPro:IPR002048), Ferric reductase-like transmembrane component, N-terminal (InterPro:IPR013130), NADPH oxidase Respiratory burst (InterPro:IPR013623), Ferric reductase, NAD binding (InterPro:IPR013121), EF-HAND 2 (InterPro:IPR018249), FAD-binding 8 (InterPro:IPR013112), Riboflavin synthase-like beta-barrel (InterPro:IPR017938); BEST Arabidopsis thaliana protein match is: ferric reductase-like transmembrane component family protein (TAIR:AT3G45810.1)\""	"RbohH"	"ferric reductase-like transmembrane component family protein"	"-"	"\"RbohH,Respiratory burst oxidase homolog H\""	"-"	"ferric reductase-like transmembrane component family protein%3B FUNCTIONS IN: in 8 functions%3B INVOLVED IN: oxidation reduction%3B LOCATED IN: integral to membrane%2C membrane%3B EXPRESSED IN: 7 plant structures%3B EXPRESSED DURING: L mature pollen stage%2C M germinated pollen stage%2C 4 anthesis%2C LP.10 ten leaves visible%2C petal differentiation and expansion stage%3B CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927)%2C Cytochrome b245%2C heavy chain (InterPro:IPR000778)%2C EF-Hand 1%2C calcium-binding site (InterPro:IPR018247)%2C EF-hand-like domain (InterPro:IPR011992)%2C Calcium-binding EF-hand (InterPro:IPR002048)%2C Ferric reductase-like transmembrane component%2C N-terminal (InterPro:IPR013130)%2C NADPH oxidase Respiratory burst (InterPro:IPR013623)%2C Ferric reductase%2C NAD binding (InterPro:IPR013121)%2C EF-HAND 2 (InterPro:IPR018249)%2C FAD-binding 8 (InterPro:IPR013112)%2C Riboflavin synthase-like beta-barrel (InterPro:IPR017938)%3B BEST Arabidopsis thaliana protein match is: ferric reductase-like transmembrane component family protein (TAIR:AT3G45810.1)%3B Has 1927 Blast hits to 1788 proteins in 283 species: Archae - 0%3B Bacteria - 154%3B Metazoa - 723%3B Fungi - 353%3B Plants - 523%3B Viruses - 0%3B Other Eukaryotes - 174 (source: NCBI BLink)."	"\"PMID:12372144,PMID:12773379,PMID:15923322,PMID:16362328,PMID:16607029,PMID:18775970,PMID:24610725,locus:2168113\""	"protein_coding"	"-"	"-"	"-"	"data"
-0.51	"Os05t0292200-01"	"Os05g0292200"	"Similar to Transcription factor IIA large subunit (TFIIA-L1)."	"-"	"-"	"-"	"-"	"-"	"-"	"Biological Process: transcription initiation from RNA polymerase II promoter (GO:0006367), Cellular Component: transcription factor TFIIA complex (GO:0005672)"	"Transcription factor IIA, alpha/beta subunit (IPR004855), Transcription factor IIA, helical (IPR009083), Transcription factor IIA, beta-barrel (IPR009088), Transcription factor IIA, alpha subunit, N-terminal (IPR013028)"	"AK065373 (DDBJ, Best hit)"	"B6T3Z3 (UniProt)"	"-"	"-"	"J013022M09"	"-"	"AT1G07480.2"	"2"	"protein_coding"	"\"Transcription factor IIA, alpha/beta subunit\""	"NULL"	"\"Transcription factor IIA, alpha/beta subunit; FUNCTIONS IN: RNA polymerase II transcription factor activity, sequence-specific DNA binding transcription factor activity; INVOLVED IN: transcription initiation from RNA polymerase II promoter, transcription; LOCATED IN: transcription factor TFIIA complex; CONTAINS InterPro DOMAIN/s: Transcription factor IIA, alpha/beta subunit (InterPro:IPR004855), Transcription factor IIA, beta-barrel (InterPro:IPR009088), Transcription factor IIA, alpha subunit, N-terminal (InterPro:IPR013028), Transcription factor IIA, helical (InterPro:IPR009083); BEST Arabidopsis thaliana protein match is: Transcription factor IIA, alpha/beta subunit (TAIR:AT1G07470.1)\""	"-"	"Transcription factor IIA%2C alpha/beta subunit"	"-"	"-"	"-"	"Transcription factor IIA%2C alpha/beta subunit%3B FUNCTIONS IN: RNA polymerase II transcription factor activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: transcription initiation from RNA polymerase II promoter%2C transcription%3B LOCATED IN: transcription factor TFIIA complex%3B CONTAINS InterPro DOMAIN/s: Transcription factor IIA%2C alpha/beta subunit (InterPro:IPR004855)%2C Transcription factor IIA%2C beta-barrel (InterPro:IPR009088)%2C Transcription factor IIA%2C alpha subunit%2C N-terminal (InterPro:IPR013028)%2C Transcription factor IIA%2C helical (InterPro:IPR009083)%3B BEST Arabidopsis thaliana protein match is: Transcription factor IIA%2C alpha/beta subunit (TAIR:AT1G07470.1)%3B Has 733 Blast hits to 623 proteins in 191 species: Archae - 0%3B Bacteria - 29%3B Metazoa - 394%3B Fungi - 169%3B Plants - 77%3B Viruses - 10%3B Other Eukaryotes - 54 (source: NCBI BLink)."	"\"PMID:12169696,locus:2024977\""	"protein_coding"	"-"	"-"	"-"	"data"
-0.51	"Os08t0127500-01"	"Os08g0127500"	"Acid phosphatase/vanadium-dependent haloperoxidase related family protein."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Acid phosphatase/vanadium-dependent haloperoxidase-related (IPR003832)"	"AK071322 (DDBJ, Best hit)"	"NP_001150731.1 (RefSeq)"	"-"	"-"	"J023087N16"	"-"	"AT1G67600.1"	"1"	"protein_coding"	"Acid phosphatase/vanadium-dependent haloperoxidase-related protein"	"NULL"	"\"Acid phosphatase/vanadium-dependent haloperoxidase-related protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Acid phosphatase/vanadium-dependent haloperoxidase related (InterPro:IPR003832); BEST Arabidopsis thaliana protein match is: Acid phosphatase/vanadium-dependent haloperoxidase-related protein (TAIR:AT1G24350.1)\""	"-"	"Acid phosphatase/vanadium-dependent haloperoxidase-related protein"	"-"	"-"	"-"	"Acid phosphatase/vanadium-dependent haloperoxidase-related protein%3B FUNCTIONS IN: molecular_function unknown%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 9 plant structures%3B EXPRESSED DURING: 4 anthesis%2C C globular stage%2C petal differentiation and expansion stage%2C D bilateral stage%3B CONTAINS InterPro DOMAIN/s: Acid phosphatase/vanadium-dependent haloperoxidase related (InterPro:IPR003832)%3B BEST Arabidopsis thaliana protein match is: Acid phosphatase/vanadium-dependent haloperoxidase-related protein (TAIR:AT1G24350.1)%3B Has 1114 Blast hits to 1114 proteins in 408 species: Archae - 0%3B Bacteria - 729%3B Metazoa - 0%3B Fungi - 0%3B Plants - 226%3B Viruses - 0%3B Other Eukaryotes - 159 (source: NCBI BLink)."	"locus:2008575"	"protein_coding"	"-"	"-"	"-"	"data"
-0.51	"Os01t0878700-02"	"Os01g0878700"	"Amino acid transporter, transmembrane domain containing protein."	"-"	"-"	"-"	"-"	"OsAAP10D, AAP10D, OsAAP6, AAP6, qPC1"	"amino acid permease 10D, amino acid permease 6, amino acid/auxin permease 6, quantitative trait locus (QTL) for GPC (grain protein content) on chromosome 1"	"-"	"-"	"AK121636 (DDBJ, Best hit), AK065286 (DDBJ, Best hit)"	"XP_002327371.1 (RefSeq)"	"-"	"-"	"J033051N12, J013002M14"	"18485"	"AT1G10010.2"	"1"	"protein_coding"	"amino acid permease 8"	"Encodes a high affinity amino acid transporter that is probably responsible for import of organic nitrogen into developing seeds. One of eight gene family members that encode amino acid permeases.  Most closely related to AAP1 (75%) identity."	"\"amino acid permease 8 (AAP8); CONTAINS InterPro DOMAIN/s: Amino acid transporter, transmembrane (InterPro:IPR013057); BEST Arabidopsis thaliana protein match is: amino acid permease 1 (TAIR:AT1G58360.1)\""	"\"AAP8,ATAAP8\""	"amino acid permease 8"	"AAP8"	"ATAAP8"	"amino acid permease 8"	"amino acid permease 8 (AAP8)%3B CONTAINS InterPro DOMAIN/s: Amino acid transporter%2C transmembrane (InterPro:IPR013057)%3B BEST Arabidopsis thaliana protein match is: amino acid permease 1 (TAIR:AT1G58360.1)%3B Has 2959 Blast hits to 2943 proteins in 246 species: Archae - 0%3B Bacteria - 24%3B Metazoa - 771%3B Fungi - 529%3B Plants - 1378%3B Viruses - 0%3B Other Eukaryotes - 257 (source: NCBI BLink)."	"\"PMID:12244056,PMID:12969422,PMID:15361141,PMID:16299181,PMID:17915010,PMID:20226671,PMID:20736450,PMID:22645574,PMID:22935196,PMID:23831821,locus:2201871\""	"protein_coding"	"Encodes a high affinity amino acid transporter that is probably responsible for import of organic nitrogen into developing seeds. One of eight gene family members that encode amino acid permeases.  Most closely related to AAP1 (75%25) identity."	"-"	"-"	"data"
-0.51	"Os02t0182800-01"	"Os02g0182800"	"Similar to NTH23 protein."	"-"	"-"	"HOS58"	"HOMEOBOX ORYZA SATIVA 58"	"-"	"Homeobox protein knotted-1-like 2, Homeobox protein HOS58"	"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: protein binding (GO:0005515), Molecular Function: sequence-specific DNA binding (GO:0043565)"	"Homeobox (IPR001356), ELK (IPR005539), KNOX1 (IPR005540), KNOX2 (IPR005541), Homeobox KN domain (IPR008422), Homeodomain-like (IPR009057), Homeodomain-related (IPR012287)"	"AK243352 (DDBJ, Best hit)"	"Q0E3C3 (UniProt)"	"-"	"-"	"J100060L07"	"8706"	"AT5G11060.1"	"1"	"protein_coding"	"KNOTTED1-like homeobox gene 4"	"\"A member of Class II KN1-like homeodomain transcription factors (together with KNAT3 and KNAT5), with greatest homology to the maize knox1 homeobox protein. Expression regulated by light. Detected in all tissues examined, but most prominent in leaves and young siliques. Transient expression of GFP translational fusion protein suggests bipartite localization in nucleus and cytoplasm. KNAT4 promoter activity showed cell-type specific pattern along longitudinal root axis; GUS expression pattern started at the elongation zone, predominantly in the phloem and pericycle cells, extending to endodermis toward the base of the root.\""	"\"KNOTTED1-like homeobox gene 4 (KNAT4); FUNCTIONS IN: transcription activator activity, sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to light stimulus; LOCATED IN: cytosol, nucleus, cytoplasm; EXPRESSED IN: 30 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: ELK (InterPro:IPR005539), KNOX1 (InterPro:IPR005540), Homeobox (InterPro:IPR001356), Homeodomain-like (InterPro:IPR009057), KNOX2 (InterPro:IPR005541), Homeodomain-related (InterPro:IPR012287); BEST Arabidopsis thaliana protein match is: KNOTTED1-like homeobox gene 3 (TAIR:AT5G25220.1)\""	"KNAT4"	"homeobox protein knotted-1-like 4"	"KNAT4"	"-"	"KNOTTED1-like homeobox gene 4"	"KNOTTED1-like homeobox gene 4 (KNAT4)%3B FUNCTIONS IN: transcription activator activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: response to light stimulus%3B LOCATED IN: cytosol%2C nucleus%2C cytoplasm%3B EXPRESSED IN: 30 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: ELK (InterPro:IPR005539)%2C KNOX1 (InterPro:IPR005540)%2C Homeobox (InterPro:IPR001356)%2C Homeodomain-like (InterPro:IPR009057)%2C KNOX2 (InterPro:IPR005541)%2C Homeodomain-related (InterPro:IPR012287)%3B BEST Arabidopsis thaliana protein match is: KNOTTED1-like homeobox gene 3 (TAIR:AT5G25220.1)%3B Has 5905 Blast hits to 5890 proteins in 326 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 2030%3B Fungi - 312%3B Plants - 3367%3B Viruses - 0%3B Other Eukaryotes - 196 (source: NCBI BLink)."	"\"PMID:8980519,PMID:11118137,PMID:12753585,PMID:14623097,PMID:15047898,PMID:15918878,PMID:16463096,PMID:16461388,PMID:18552355,PMID:18650403,PMID:19704797,PMID:24377444,locus:2184911\""	"protein_coding"	"A member of Class II KN1-like homeodomain transcription factors (together with KNAT3 and KNAT5)%2C with greatest homology to the maize knox1 homeobox protein. Expression regulated by light. Detected in all tissues examined%2C but most prominent in leaves and young siliques. Transient expression of GFP translational fusion protein suggests bipartite localization in nucleus and cytoplasm. KNAT4 promoter activity showed cell-type specific pattern along longitudinal root axis%3B GUS expression pattern started at the elongation zone%2C predominantly in the phloem and pericycle cells%2C extending to endodermis toward the base of the root."	"-"	"-"	"data"
-0.51	"Os09t0528200-01"	"Os09g0528200"	"Similar to Homeobox-leucine zipper protein HOX6."	"-"	"-"	"HOX6"	"HOMEOBOX GENE 6"	"Oshox6, OsHox6"	"rice homeobox gene 6, Homeobox-leucine zipper protein HOX6, Homeodomain transcription factor HOX6, HD-ZIP protein HOX6"	"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: transcription regulatory region sequence-specific DNA binding (GO:0000976), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: protein binding (GO:0005515), Molecular Function: sequence-specific DNA binding (GO:0043565)"	"Helix-turn-helix motif, lambda-like repressor (IPR000047), Homeobox (IPR001356), Leucine zipper, homeobox-associated (IPR003106), Homeodomain-like (IPR009057), Homeodomain-related (IPR012287), Homeobox, conserved site (IPR017970)"	"AK103160 (DDBJ, Best hit)"	"Q651Z5 (UniProt)"	"-"	"-"	"J033121C04"	"6157"	"AT2G46680.1"	"2"	"protein_coding"	"homeobox 7"	"encodes a putative transcription factor that contains a homeodomain closely linked to a leucine zipper motif. Transcript is detected in all tissues examined.  Is transcriptionally regulated in an ABA-dependent manner and may act in a signal transduction pathway which mediates a drought response."	"\"homeobox 7 (HB-7); FUNCTIONS IN: transcription activator activity, sequence-specific DNA binding transcription factor activity; INVOLVED IN: response to water deprivation, abscisic acid mediated signaling pathway, regulation of transcription, DNA-dependent, response to abscisic acid stimulus; LOCATED IN: nucleus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Homeobox, conserved site (InterPro:IPR017970), Homeobox (InterPro:IPR001356), Homeodomain-like (InterPro:IPR009057), Helix-turn-helix motif, lambda-like repressor (InterPro:IPR000047), Leucine zipper, homeobox-associated (InterPro:IPR003106), Homeodomain-related (InterPro:IPR012287); BEST Arabidopsis thaliana protein match is: homeobox 12 (TAIR:AT3G61890.1)\""	"\"ATHB-7,ATHB7,HB-7\""	"homeobox 7"	"HB-7"	"\"ATHB-7,homeobox 7,ATHB7,ARABIDOPSIS THALIANA HOMEOBOX 7\""	"homeobox 7"	"homeobox 7 (HB-7)%3B FUNCTIONS IN: transcription activator activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: response to water deprivation%2C abscisic acid mediated signaling pathway%2C regulation of transcription%2C DNA-dependent%2C response to abscisic acid stimulus%3B LOCATED IN: nucleus%3B EXPRESSED IN: 21 plant structures%3B EXPRESSED DURING: 6 growth stages%3B CONTAINS InterPro DOMAIN/s: Homeobox%2C conserved site (InterPro:IPR017970)%2C Homeobox (InterPro:IPR001356)%2C Homeodomain-like (InterPro:IPR009057)%2C Helix-turn-helix motif%2C lambda-like repressor (InterPro:IPR000047)%2C Leucine zipper%2C homeobox-associated (InterPro:IPR003106)%2C Homeodomain-related (InterPro:IPR012287)%3B BEST Arabidopsis thaliana protein match is: homeobox 12 (TAIR:AT3G61890.1)%3B Has 11865 Blast hits to 11755 proteins in 611 species: Archae - 0%3B Bacteria - 26%3B Metazoa - 9035%3B Fungi - 216%3B Plants - 2052%3B Viruses - 14%3B Other Eukaryotes - 522 (source: NCBI BLink)."	"\"PMID:9617808,PMID:8771791,PMID:7948864,PMID:11118137,PMID:11247607,PMID:16055682,PMID:17662035,PMID:15604708,PMID:18650403,PMID:22118618,PMID:22968620,PMID:24377444,PMID:24531799,locus:2062754\""	"protein_coding"	"encodes a putative transcription factor that contains a homeodomain closely linked to a leucine zipper motif. Transcript is detected in all tissues examined.  Is transcriptionally regulated in an ABA-dependent manner and may act in a signal transduction pathway which mediates a drought response."	"-"	"-"	"data"
-0.51	"Os08t0355400-02"	"Os08g0355400"	"Hypothetical conserved gene."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Protein of unknown function DUF247, plant (IPR004158)"	"AK066704 (DDBJ, Best hit)"	"Q6Z5Z5 (UniProt)"	"-"	"-"	"J013074C21"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
-0.51	"Os02t0159700-03"	"Os02g0159700"	"Hypothetical gene."	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AK105848 (DDBJ, Best hit)"	"longestORF"	"-"	"-"	"001-203-G06"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"data"
